unidadEjecutora;fechaEvento;perdidaBruta;recuperacion;perdidaReconocida;detalleNivel3;detalleNivel2;detalleNivel1;causa
Unidad de Negocios Costa Rica;19-oct-16;115.54;0.00;115.54;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Guatemala;2-ene-18;464.35;0.00;464.35;4.1.4 - Quebrantamiento de privacidad;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Costa Rica;2-jun-19;747.62;0.00;747.62;1.2.2 - Hurto / extorsión / malversación / robo;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Panamá;6-mar-16;402.47;0.00;402.47;7.4.3 - Pérdida o daño de activos de clientes por negligencia;7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Calidad y Productividad;17-ene-18;25.24;0.00;25.24;6.1.1 - Hardware;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Cumplimiento;17-feb-16;725.30;0.00;725.30;4.4.1 - Ausencia de investigación a clientes conforme a las directrices;4.4 - Selección, patrocinio y riesgos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;16-nov-17;570.38;0.00;570.38;4.1.1 - Abusos de confianza / incumplimiento de pautas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Administración y Recursos Humanos;28-mar-15;99.00;0.00;99.00;7.5.2 - Otros litigios con contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Calidad y Productividad;21-jun-15;145.89;0.00;145.89;4.2.2 - Prácticas comerciales / de mercado improcedentes;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Administración y Recursos Humanos;18-abr-17;312.27;0.00;312.27;7.5.1 - Fallos de contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;23-nov-17;478.17;0.00;478.17;3.1.1 - Cuestiones relativas a remuneración, prestaciones sociales, extinción de contratos;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Negocios Panamá;17-mar-15;27.39;0.00;27.39;2.2.2 - Robo de información (con pérdidas pecuniarias);2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Negocios Nicaragua;17-oct-18;134.24;0.00;134.24;1.2.7 - Contrabando;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Operaciones;17-may-19;605.00;0.00;605.00;6.1.3 - Telecomunicaciones;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Finanzas y Contabilidad;29-ene-20;133.10;0.00;133.10;7.1.8 - Fallo en la gestión del colateral;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones  -Préstamos;5-mar-17;334.86;0.00;334.86;1.2.8 - Apropiación de cuentas, de identidad, etc.;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Auditoría Interna;30-ene-18;1955.34;327.74;1627.60;7.3.2 - Documentos jurídicos inexistentes / incompletos;7.3 - Aceptación de  clientes y documentación;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Calidad y Productividad;8-feb-17;241.63;0.00;241.63;4.1.1 - Abusos de confianza / incumplimiento de pautas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Proyectos;10-abr-19;170.00;0.00;170.00;6.1.2 - Software;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Negocios Nicaragua;31-ene-19;508.29;0.00;508.29;3.2.1 - Responsabilidad en general (resbalones, etc.);3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Tecnología;29-nov-16;169.54;0.00;169.54;4.1.2 - Aspectos de adecuación/divulgación información;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Operaciones;17-jul-18;391.46;0.00;391.46;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Calidad y Productividad;14-ago-19;93.88;0.00;93.88;2.2.1 - Daños por ataques informáticos;2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Finanzas y Contabilidad;8-ago-15;425.77;0.00;425.77;4.4.2 - Superación de los límites de riesgo frente a clientes;4.4 - Selección, patrocinio y riesgos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad Legal;8-jun-15;962.01;0.00;962.01;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Calidad y Productividad;27-sept-15;413.90;0.00;413.90;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Calidad y Productividad;15-feb-17;87.82;0.00;87.82;1.2.5 - Falsificación;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Calidad y Productividad;7-sept-15;534.76;0.00;534.76;4.1.5 - Ventas agresivas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Calidad y Productividad;26-mar-19;116.76;0.00;116.76;1.2.9 - Incumplimiento / evasión de impuestos (intencional);1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;18-ene-17;90.92;6.70;84.22;3.2.1 - Responsabilidad en general (resbalones, etc.);3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Cumplimiento;16-feb-20;150.89;112.68;38.21;4.3.2 - Error de los modelos;4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Corporativa;29-jul-18;185.64;0.00;185.64;1.2.2 - Hurto / extorsión / malversación / robo;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Guatemala;15-feb-18;193.22;0.00;193.22;1.2.8 - Apropiación de cuentas, de identidad, etc.;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Auditoría Interna;30-abr-18;111.98;0.00;111.98;7.5.2 - Otros litigios con contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;23-mar-18;17.05;0.00;17.05;7.1.8 - Fallo en la gestión del colateral;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Guatemala;20-dic-17;665.17;0.00;665.17;3.2.3 - Indemnización a los trabajadores;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Finanzas y Contabilidad;17-may-17;307.80;0.00;307.80;7.1.8 - Fallo en la gestión del colateral;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones;20-mar-16;459.21;0.00;459.21;7.5.1 - Fallos de contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Cumplimiento;17-dic-17;1266.66;0.00;1266.66;7.6.1 - Subcontratación;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;14-sept-15;56.03;0.00;56.03;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Riesgos;28-oct-17;575.00;0.00;575.00;6.1.3 - Telecomunicaciones;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Negocios El Salvador;1-mar-16;30.30;0.00;30.30;3.2.1 - Responsabilidad en general (resbalones, etc.);3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Cumplimiento;30-may-15;55.96;0.00;55.96;4.3.2 - Error de los modelos;4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Calidad y Productividad;6-ago-16;256.65;0.00;256.65;3.1.2 - Organización laboral;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Administración y Recursos Humanos;24-ago-15;166.30;0.00;166.30;2.2.1 - Daños por ataques informáticos;2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Negocios Guatemala;10-jul-19;329.34;0.00;329.34;4.1.1 - Abusos de confianza / incumplimiento de pautas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Panamá;22-may-19;185.58;0.00;185.58;7.3.1 - Inexistencia de autorizaciones / rechazos de clientes;7.3 - Aceptación de  clientes y documentación;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Costa Rica;11-jun-17;77.89;0.00;77.89;1.1.1 - Operaciones no reveladas (intencionalmente);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad Legal;24-ago-15;1017.46;0.00;1017.46;4.4.1 - Ausencia de investigación a clientes conforme a las directrices;4.4 - Selección, patrocinio y riesgos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Costa Rica;5-mar-20;1098.33;0.00;1098.33;1.2.2 - Hurto / extorsión / malversación / robo;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Operaciones;26-oct-18;49.64;0.00;49.64;7.2.2 - Inexactitud de informes externos (con generación de pérdidas);7.2 - Seguimiento y presentación de informes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;5-jun-15;943.33;0.00;943.33;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Cumplimiento;31-ene-19;801.61;0.00;801.61;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Panamá;22-feb-16;545.50;0.00;545.50;1.2.7 - Contrabando;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Finanzas y Contabilidad;11-ago-15;233.96;0.00;233.96;7.1.9 - Mantenimiento de datos de referencia;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Panamá;19-ago-15;259.27;0.00;259.27;2.2.1 - Daños por ataques informáticos;2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Operaciones;27-mar-15;147.78;147.78;0.00;7.6.1 - Subcontratación;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Riesgos;8-may-16;92.76;0.00;92.76;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Negocios Panamá;30-oct-19;868.75;0.00;868.75;1.1.2 - Operaciones no autorizadas (con pérdidas pecuniarias);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Tecnología;3-ene-18;1032.77;0.00;1032.77;3.2.1 - Responsabilidad en general (resbalones, etc.);3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Administración y Recursos Humanos;11-dic-17;1056.51;0.00;1056.51;5.1.2 - Pérdidas humanas por causas externas (terrorismo, vandalismo);5.1 - Desastres y otros acontecimientos;5 - Daños a activos materiales;Personas
Unidad de Proyectos;8-jul-18;3766.40;0.00;3766.40;4.1.4 - Quebrantamiento de privacidad;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Nicaragua;11-jul-18;58.29;0.00;58.29;5.1.1 - Pérdidas por desastres naturales;5.1 - Desastres y otros acontecimientos;5 - Daños a activos materiales;Personas
Unidad de Operaciones  -Préstamos;25-jul-18;292.34;0.00;292.34;3.2.3 - Indemnización a los trabajadores;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Tecnología;8-ene-19;1959.30;0.00;1959.30;3.1.2 - Organización laboral;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Negocios Guatemala;2-ago-19;240.04;0.00;240.04;1.2.9 - Incumplimiento / evasión de impuestos (intencional);1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Auditoría Interna;9-jul-15;1423.27;0.00;1423.27;1.2.7 - Contrabando;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Proyectos;17-mar-15;480.29;0.00;480.29;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Proyectos;19-ene-17;152.80;0.00;152.80;7.1.1 - Comunicación defectuosa;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Riesgos;3-abr-19;203.30;0.00;203.30;3.2.1 - Responsabilidad en general (resbalones, etc.);3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Tecnología;11-abr-18;366.76;0.00;366.76;4.3.2 - Error de los modelos;4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios El Salvador;23-abr-15;510.43;0.00;510.43;3.1.2 - Organización laboral;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Negocios Guatemala;28-oct-17;853.70;0.00;853.70;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Corporativa;8-may-19;250.78;0.00;250.78;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Panamá;25-sept-15;512.12;0.00;512.12;3.1.1 - Cuestiones relativas a remuneración, prestaciones sociales, extinción de contratos;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Negocios Costa Rica;5-ene-19;125.21;0.00;125.21;2.2.1 - Daños por ataques informáticos;2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Operaciones;27-dic-15;332.58;0.00;332.58;5.1.1 - Pérdidas por desastres naturales;5.1 - Desastres y otros acontecimientos;5 - Daños a activos materiales;Personas
Unidad de Calidad y Productividad;10-dic-19;600.52;0.00;600.52;4.4.1 - Ausencia de investigación a clientes conforme a las directrices;4.4 - Selección, patrocinio y riesgos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;21-dic-17;2661.01;259.83;2401.18;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Calidad y Productividad;11-jul-15;146.63;0.00;146.63;2.2.2 - Robo de información (con pérdidas pecuniarias);2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Auditoría Interna;9-may-15;433.38;0.00;433.38;7.3.2 - Documentos jurídicos inexistentes / incompletos;7.3 - Aceptación de  clientes y documentación;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;4-dic-17;297.20;0.00;297.20;4.3.2 - Error de los modelos;4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad Legal;9-jul-17;210.57;51.64;158.93;7.4.2 - Registros incorrectos de clientes (con generación de pérdidas);7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones;8-sept-18;573.20;0.00;573.20;4.3.2 - Error de los modelos;4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Administración y Recursos Humanos;16-jul-18;263.52;0.00;263.52;3.2.3 - Indemnización a los trabajadores;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Proyectos;19-abr-18;585.24;0.00;585.24;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Cumplimiento;24-oct-17;387.39;0.00;387.39;7.6.1 - Subcontratación;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;21-feb-20;76.65;0.00;76.65;4.2.4 - Actividades no autorizadas;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Nicaragua;2-may-18;2550.00;0.00;2550.00;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;18-ene-16;163.81;0.00;163.81;7.1.5 - Error contable / atribución a entidades erróneas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
