"","area","prov","sexo","f1_s2_8_1","region","etnia","gedad_meses","f1_s1_1","f1_s1_2","f1_s1_3","f1_s1_4","f1_s1_5","f1_s1_6_1","f1_s1_6_2","f1_s1_6_3","f1_s1_9","f1_s1_11","f1_s1_12","f1_s1_13","f1_s1_21","f1_s1_24","f1_s1_25","f1_s1_42","f1_s1_43","f1_s1_44_1","f1_s1_44_2","f1_s1_44_3","f1_s1_44_4","f1_s1_44_5","f1_s1_44_6","f1_s1_44_7","f1_s1_44_10","f1_s6_1_1","f1_s6_1_2","f1_s6_1_3","dcronica"
"20260","Urbano","Pr_24","Mujer","IESSGen","Sierra","3","3","Carretera","Casa","Asbesto","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","NO","SI","NO","NO","NO","NO","DCI_1"
"3717","Urbano","Pr_07","Mujer","Ninguno","Sierra","3","5","Lastrado","Rancho","Zinc","Cemento","Madera","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"6940","Urbano","Pr_09","Mujer","IESSGen","Sierra","3","6","Carretera","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"707","Rural","Pr_02","Mujer","Ninguno","Costa","1","6","Lastrado","Casa","Zinc","Cemento","Adobe","Bueno","Bueno","Regular","Lenia","Queman","NoTiene","Letrina","RedPublica","TuberiaFueraDentro","Red","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","DCI_1"
"17454","Urbano","Pr_22","Mujer","Ninguno","Oriente","3","1","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","NO","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"19666","Urbano","Pr_24","Hombre","Campesino","Sierra","3","7","Carretera","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","NoTiene","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"15774","Urbano","Pr_19","Mujer","Ninguno","Oriente","3","6","Lastrado","Mediagua","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"2785","Rural","Pr_05","Hombre","IESSVol","Costa","1","2","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"10930","Urbano","Pr_13","Hombre","IESSGen","Sierra","3","1","Empedrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"15867","Rural","Pr_19","Hombre","Campesino","Oriente","3","8","Lastrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"7745","Urbano","Pr_10","Mujer","Ninguno","Costa","3","1","Lastrado","Casa","Asbesto","Ceramica","Hormigon","Bueno","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO","DCI_1"
"5917","Rural","Pr_08","Mujer","Ninguno","Sierra","5","7","Lastrado","Casa","Zinc","Tabla","Madera","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","Pozo","TuberiaFueraDentro","Ebotellada","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"16493","Urbano","Pr_21","Mujer","Ninguno","Oriente","3","3","Empedrado","Cuarto","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","Compartido","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"12047","Urbano","Pr_14","Hombre","IESSGen","Oriente","3","6","Lastrado","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"13899","Urbano","Pr_16","Mujer","ISSFA","Oriente","3","1","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"2016","Urbano","Pr_04","Hombre","Ninguno","Costa","3","1","Carretera","Depar","Hormigon","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","DCI_0"
"11572","Rural","Pr_13","Hombre","Campesino","Sierra","5","7","Carretera","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","TuberiaFueraDentro","Ebotellada","NO","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"17330","Urbano","Pr_22","Mujer","IESSGen","Oriente","1","1","Carretera","Mediagua","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","NoTiene","NoTiene","RedPublica","TuberiaFuera","Red","SI","NO","SI","SI","SI","NO","NO","SI","NO","NO","SI","SI","SI","DCI_0"
"6691","Urbano","Pr_09","Hombre","IESSGen","Sierra","3","3","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"3294","Urbano","Pr_06","Mujer","Ninguno","Costa","3","2","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"18531","Urbano","Pr_23","Mujer","Ninguno","Costa","3","6","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","SI","NO","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"4412","Rural","Pr_07","Hombre","IESSGen","Sierra","5","6","Lastrado","Depar","Hormigon","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","SI","DCI_0"
"6675","Urbano","Pr_09","Hombre","Ninguno","Sierra","3","2","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","SI","SI","SI","SI","SI","SI","NO","SI","NO","NO","DCI_1"
"3012","Urbano","Pr_06","Hombre","IESSGen","Costa","3","6","Carretera","Casa","Hormigon","Duela","Hormigon","Bueno","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"15303","Rural","Pr_18","Mujer","Ninguno","Costa","3","8","Carretera","Casa","Asbesto","Cemento","Hormigon","Regular","Bueno","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"20145","Urbano","Pr_24","Hombre","Ninguno","Sierra","3","3","Carretera","Casa","Asbesto","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"12345","Rural","Pr_14","Hombre","Campesino","Oriente","1","8","Sendero","Choza","Palma","Tierra","Cania","Regular","Regular","Malo","Lenia","Calle","NoTiene","NoTiene","Rio","Otro","PozoEntubado","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","DCI_0"
"18513","Urbano","Pr_23","Mujer","IESSGen","Costa","3","4","Carretera","Depar","Zinc","Ceramica","Asbesto","Regular","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"6342","Urbano","Pr_09","Hombre","IESSGen","Sierra","3","1","Carretera","Depar","Hormigon","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","SI","SI","NO","SI","NO","NO","NO","DCI_0"
"16028","Rural","Pr_19","Hombre","IESSGen","Oriente","3","3","Lastrado","Mediagua","Zinc","Cemento","Asbesto","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","Rio","TuberiaFueraDentro","MananNoProteg","NO","NO","SI","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","DCI_1"
"481","Rural","Pr_01","Mujer","Ninguno","Costa","3","8","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","DCI_1"
"15480","Rural","Pr_19","Mujer","Ninguno","Oriente","3","2","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","Compartido","PozoSeptico","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","DCI_1"
"6520","Urbano","Pr_09","Hombre","IESSGen","Sierra","3","2","Carretera","Casa","Asbesto","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"9346","Urbano","Pr_12","Hombre","Ninguno","Sierra","3","1","Carretera","Casa","Zinc","Ceramica","Hormigon","Regular","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","DCI_1"
"11447","Urbano","Pr_13","Mujer","Ninguno","Sierra","3","6","Carretera","Casa","Zinc","Tabla","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","NO","SI","NO","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"3014","Urbano","Pr_06","Mujer","ISSFA","Costa","3","1","Carretera","Casa","Asbesto","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"18790","Urbano","Pr_23","Hombre","IESSGen","Costa","3","7","Empedrado","Casa","Hormigon","Cemento","Hormigon","Regular","Bueno","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pozo","DentroVivienda","Ebotellada","NO","SI","SI","NO","SI","NO","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"3125","Rural","Pr_06","Hombre","ISSFA","Costa","3","5","Carretera","Casa","Hormigon","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","SI","NO","SI","SI","SI","SI","SI","SI","SI","SI","DCI_0"
"473","Rural","Pr_01","Hombre","Ninguno","Costa","3","1","Lastrado","Mediagua","Teja","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Queman","NoTiene","NoTiene","Rio","TuberiaFueraDentro","MananNoProteg","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"16539","Urbano","Pr_21","Hombre","IESSGen","Oriente","3","2","Empedrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"12605","Urbano","Pr_15","Hombre","Ninguno","Oriente","1","1","Lastrado","Mediagua","Zinc","Tabla","Madera","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"11160","Rural","Pr_13","Hombre","Ninguno","Sierra","5","3","Lastrado","Rancho","Zinc","Tabla","Cania","Malo","Malo","Malo","Gas","Queman","ExclusivoHogar","NoTiene","Pozo","Otro","Ebotellada","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","SI","SI","DCI_0"
"19348","Rural","Pr_23","Hombre","IESSGen","Costa","3","8","Lastrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pozo","TuberiaFueraDentro","PozoEntubado","NO","SI","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"3330","Rural","Pr_06","Mujer","IESSGen","Costa","3","4","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Regular","Regular","Regular","Lenia","Municipio","ExclusivoHogar","PozoCiego","RedPublica","TuberiaFueraDentro","Red","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"19142","Urbano","Pr_23","Hombre","Ninguno","Costa","3","7","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoCiego","Repartidor","Otro","Ebotellada","SI","NO","SI","SI","SI","SI","NO","SI","SI","NO","SI","SI","SI","DCI_1"
"351","Urbano","Pr_01","Mujer","IESSGen","Costa","3","1","Carretera","Casa","Asbesto","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","TuberiaFueraDentro","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"1205","Rural","Pr_03","Mujer","Ninguno","Costa","1","5","Lastrado","Casa","Teja","Tierra","Hormigon","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"19681","Urbano","Pr_24","Mujer","IESSGen","Sierra","3","1","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"17064","Rural","Pr_21","Hombre","IESSGen","Oriente","5","4","Lastrado","Casa","Zinc","Tabla","Madera","Bueno","Bueno","Bueno","Gas","Queman","NoTiene","PozoSeptico","Pozo","Otro","PozoEntubado","NO","SI","SI","NO","SI","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"18812","Urbano","Pr_23","Hombre","IESSGen","Costa","3","2","Empedrado","Casa","Zinc","Ceramica","Hormigon","Bueno","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","Pozo","Otro","PozoEntubado","SI","SI","SI","SI","NO","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"11185","Urbano","Pr_13","Hombre","Ninguno","Sierra","3","2","Lastrado","Casa","Zinc","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"19055","Urbano","Pr_23","Mujer","Ninguno","Costa","3","1","Carretera","Mediagua","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","NO","SI","NO","DCI_0"
"16419","Rural","Pr_20","Hombre","IESSGen","Insular","3","6","Lastrado","Cuarto","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","Compartido","PozoSeptico","Tuberia","DentroVivienda","Lluvia","NO","NO","SI","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","DCI_0"
"19128","Urbano","Pr_23","Mujer","Ninguno","Costa","3","6","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","DCI_1"
"17758","Rural","Pr_22","Mujer","Ninguno","Oriente","3","3","Lastrado","Casa","Zinc","Tabla","Madera","Regular","Malo","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","TuberiaFueraDentro","Ebotellada","NO","NO","SI","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"19006","Urbano","Pr_23","Mujer","IESSGen","Costa","3","5","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","SI","SI","SI","SI","SI","SI","NO","SI","NO","SI","DCI_0"
"13519","Urbano","Pr_16","Mujer","Ninguno","Oriente","3","1","Carretera","Depar","Hormigon","Ceramica","Hormigon","Regular","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","SI","SI","DCI_0"
"16637","Urbano","Pr_21","Hombre","Ninguno","Oriente","3","6","Carretera","Cuarto","Zinc","Cemento","Hormigon","Regular","Bueno","Regular","Gas","Municipio","NoTiene","Alcantarillado","RedPublica","TuberiaFueraDentro","Red","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"8903","Rural","Pr_11","Mujer","IESSGen","Costa","1","2","Lastrado","Casa","Zinc","Cemento","Madera","Bueno","Bueno","Bueno","Gas","Queman","ExclusivoHogar","PozoSeptico","Tuberia","DentroVivienda","Repartidor","SI","NO","NO","SI","NO","SI","NO","NO","SI","NO","SI","NO","NO","DCI_0"
"124","Urbano","Pr_01","Hombre","IESSGen","Costa","3","8","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"3067","Urbano","Pr_06","Mujer","IESSGen","Costa","3","1","Carretera","Depar","Hormigon","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","SI","SI","SI","SI","SI","SI","NO","SI","NO","NO","DCI_1"
"15412","Urbano","Pr_19","Hombre","IESSGen","Oriente","3","7","Carretera","Depar","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"5644","Urbano","Pr_08","Mujer","Ninguno","Sierra","3","2","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","SI","SI","SI","DCI_1"
"14269","Urbano","Pr_17","Mujer","Ninguno","Costa","3","8","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"18617","Urbano","Pr_23","Mujer","Ninguno","Costa","5","1","Lastrado","Rancho","Zinc","Tierra","Cania","Malo","Malo","Malo","Gas","Municipio","NoTiene","PozoSeptico","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","DCI_0"
"7905","Rural","Pr_10","Mujer","Ninguno","Costa","1","1","Sendero","Casa","Teja","Cemento","Hormigon","Bueno","Bueno","Bueno","Lenia","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","SI","SI","SI","DCI_0"
"9591","Urbano","Pr_12","Mujer","Ninguno","Sierra","3","4","Carretera","Casa","Zinc","Ceramica","Asbesto","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"11561","Rural","Pr_13","Hombre","Campesino","Sierra","3","8","Sendero","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Entierran","ExclusivoHogar","PozoCiego","Tuberia","DentroVivienda","Tuberia","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"831","Rural","Pr_02","Hombre","Ninguno","Costa","3","8","Sendero","Casa","Zinc","Tabla","Hormigon","Regular","Regular","Regular","Gas","Queman","ExclusivoHogar","PozoCiego","Rio","Otro","RioAce","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"19855","Urbano","Pr_24","Hombre","IESSGen","Sierra","3","6","Lastrado","Casa","Zinc","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pila","DentroVivienda","Pila","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","DCI_1"
"11723","Rural","Pr_13","Hombre","Ninguno","Sierra","3","6","Sendero","Casa","Zinc","Tabla","Madera","Bueno","Bueno","Bueno","Gas","Queman","ExclusivoHogar","PozoSeptico","Rio","Otro","PozoNoProteg","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
